State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Maharashtra,2011,Cotton,25.4,1613.2,87.9,8.42,72.9,66.3,72.6,0.2,282.9,159.22,0.56
Haryana,2016,Rice,25.8,976.5,35.8,8.32,32.6,43.6,35.3,0.83,143.6,178.15,1.24
Tamil Nadu,2018,Groundnut,26.7,1584.6,73.9,7.91,143.2,52.7,33.0,1.62,344.9,303.35,0.88
Madhya Pradesh,2020,Groundnut,32.6,797.2,36.9,7.89,74.1,16.5,45.7,1.58,37.9,41.59,1.1
Rajasthan,2011,Rice,22.7,1563.9,46.4,7.14,64.5,24.4,67.7,2.43,395.6,1323.46,3.35
Maharashtra,2016,Groundnut,22.9,725.6,64.3,7.8,78.1,64.1,36.4,0.48,359.3,435.67,1.21
Karnataka,2013,Wheat,16.5,174.9,65.6,5.33,48.2,25.7,60.0,2.19,107.8,121.67,1.13
Maharashtra,2020,Groundnut,32.2,2284.7,76.5,6.05,33.0,16.5,90.9,1.1,149.9,77.54,0.52
Uttar Pradesh,2022,Sugarcane,29.2,2213.9,66.9,7.06,39.3,51.8,36.6,1.09,403.7,15685.1,38.85
Karnataka,2011,Groundnut,23.7,2428.5,65.6,8.0,41.7,48.4,96.9,1.0,386.9,268.84,0.69
Gujarat,2022,Cotton,32.6,1805.5,84.7,7.14,45.7,52.6,52.6,0.49,407.1,257.94,0.63
Madhya Pradesh,2016,Maize,28.4,1722.7,57.1,7.86,74.6,53.3,19.1,1.3,161.8,298.99,1.85
Madhya Pradesh,2022,Wheat,26.7,1419.6,43.5,6.4,101.1,45.0,15.0,2.01,484.8,595.17,1.23
Madhya Pradesh,2014,Wheat,27.8,358.6,39.7,7.37,101.8,44.6,40.5,2.21,358.0,1070.81,2.99
Madhya Pradesh,2010,Groundnut,30.9,513.6,54.0,8.42,20.0,74.7,33.3,2.41,33.5,34.43,1.03
West Bengal,2014,Maize,31.5,759.2,72.8,5.11,139.7,47.4,85.9,2.01,239.4,1129.99,4.72
Madhya Pradesh,2021,Maize,22.2,2230.9,32.6,8.21,127.0,53.2,76.4,1.63,332.6,572.86,1.72
Madhya Pradesh,2021,Soybean,18.5,473.8,37.7,6.59,145.3,28.7,89.6,1.34,85.2,223.03,2.62
Madhya Pradesh,2012,Maize,18.9,2311.0,36.4,7.07,66.8,71.0,63.0,2.21,451.0,1238.01,2.75
Rajasthan,2016,Groundnut,31.0,1330.8,65.1,8.01,106.4,11.7,49.2,1.9,377.3,145.9,0.39
West Bengal,2015,Groundnut,36.8,1803.1,44.6,6.14,41.8,49.0,34.4,0.57,41.6,16.98,0.41
Punjab,2017,Rice,25.2,320.1,40.0,6.17,126.2,36.9,62.5,1.77,456.7,1391.97,3.05
Maharashtra,2022,Cotton,19.2,709.1,65.6,6.61,41.0,52.3,65.6,1.19,202.8,282.44,1.39
Maharashtra,2014,Soybean,33.9,2398.4,75.7,4.58,62.4,35.2,45.4,1.57,226.8,109.43,0.48
Karnataka,2011,Groundnut,35.8,702.1,49.9,6.49,83.8,60.2,94.3,2.27,391.8,781.79,2.0
Rajasthan,2018,Rice,37.0,776.5,64.7,5.66,97.3,11.4,67.6,1.7,322.4,758.36,2.35
Tamil Nadu,2023,Soybean,30.2,534.1,35.9,8.21,92.8,38.4,85.4,2.36,219.3,334.36,1.52
Maharashtra,2020,Cotton,36.5,366.2,86.1,4.85,33.3,68.2,65.8,2.19,130.6,126.56,0.97
Haryana,2017,Soybean,15.4,621.5,50.2,6.34,74.8,27.5,38.5,0.5,258.9,306.67,1.18
Tamil Nadu,2015,Rice,17.7,1623.7,89.9,8.29,140.0,13.7,76.3,0.23,290.0,714.93,2.47
Madhya Pradesh,2022,Sugarcane,17.3,1165.7,88.7,8.1,133.4,44.8,30.7,1.08,315.8,8467.63,26.81
Madhya Pradesh,2019,Groundnut,32.8,1406.7,76.7,7.31,96.8,78.4,63.7,2.19,302.9,264.18,0.87
West Bengal,2016,Cotton,16.7,349.8,31.2,6.86,94.4,14.5,46.2,0.73,309.0,241.85,0.78
Tamil Nadu,2018,Wheat,27.4,2015.2,62.6,5.62,34.5,14.9,23.5,1.79,238.4,185.15,0.78
Haryana,2016,Cotton,26.8,1971.0,35.2,5.97,46.0,51.7,47.2,1.29,281.4,171.15,0.61
West Bengal,2012,Cotton,22.8,102.9,83.7,4.86,52.8,27.5,37.9,1.92,145.0,57.86,0.4
Karnataka,2015,Cotton,36.8,989.6,77.4,7.64,83.5,38.7,20.1,0.58,80.0,86.74,1.08
Tamil Nadu,2020,Sugarcane,19.3,218.5,88.3,5.8,115.1,68.1,84.1,0.75,303.9,13984.79,46.02
Rajasthan,2022,Groundnut,23.8,1990.7,66.5,7.17,79.9,23.9,54.9,0.76,24.5,14.54,0.59
Madhya Pradesh,2020,Rice,34.4,1856.3,61.3,5.93,36.4,60.4,41.2,1.46,33.5,80.36,2.4
Madhya Pradesh,2016,Groundnut,15.8,2259.9,61.1,6.36,77.1,45.3,55.4,0.87,124.4,66.36,0.53
Uttar Pradesh,2011,Wheat,31.8,629.2,53.2,6.72,41.1,73.3,77.9,2.07,98.0,347.02,3.54
West Bengal,2012,Rice,35.4,1167.9,58.1,7.71,117.6,78.1,11.6,1.0,187.7,652.54,3.48
Punjab,2013,Soybean,38.3,502.0,68.1,5.34,41.6,43.9,59.2,1.72,186.3,145.2,0.78
Punjab,2019,Soybean,36.9,959.5,86.0,6.1,82.7,50.9,53.1,2.38,59.3,107.92,1.82
West Bengal,2015,Soybean,23.0,1329.5,65.8,5.02,110.1,62.2,90.4,1.6,124.0,162.4,1.31
Rajasthan,2010,Rice,29.7,180.7,81.4,4.8,49.7,32.3,60.0,0.76,3.3,3.06,0.93
Gujarat,2018,Maize,16.9,1801.4,81.8,6.92,29.9,25.9,22.4,2.11,176.1,189.53,1.08
West Bengal,2014,Sugarcane,21.4,1381.1,61.1,5.26,93.2,77.5,45.0,0.23,398.4,12165.01,30.53
Rajasthan,2022,Maize,17.4,2080.9,50.8,4.74,27.0,40.3,65.9,0.79,133.8,129.58,0.97
Karnataka,2021,Groundnut,22.9,715.9,68.4,8.09,96.4,10.1,14.1,1.09,322.0,203.7,0.63
Madhya Pradesh,2023,Soybean,36.9,2263.1,56.8,6.64,118.0,68.6,89.6,0.65,50.0,49.85,1.0
Haryana,2016,Sugarcane,23.7,2496.8,34.9,5.04,62.8,52.0,16.1,1.59,7.1,172.58,24.2
Gujarat,2018,Rice,29.0,2302.3,52.7,4.71,83.5,21.8,12.8,1.48,249.7,266.49,1.07
Tamil Nadu,2018,Soybean,25.8,1955.8,89.6,4.98,140.7,12.1,10.2,1.13,231.3,118.54,0.51
Gujarat,2010,Rice,26.5,2040.3,32.9,6.39,81.2,30.4,71.5,0.88,96.6,288.0,2.98
Haryana,2010,Sugarcane,39.2,1455.7,71.8,7.17,149.6,75.0,51.0,1.2,144.0,11300.69,78.47
Uttar Pradesh,2012,Rice,22.4,515.9,80.5,7.07,40.4,75.3,19.3,0.87,16.3,33.43,2.05
Madhya Pradesh,2015,Rice,30.7,1708.7,68.9,5.08,112.2,31.8,87.1,0.71,399.1,1068.7,2.68
Punjab,2011,Wheat,25.5,1796.2,64.2,7.03,104.8,68.5,28.2,1.01,151.3,194.06,1.28
Rajasthan,2019,Groundnut,16.5,2464.2,72.5,6.12,133.4,40.9,39.4,1.59,110.5,61.54,0.56
West Bengal,2021,Maize,27.2,1376.2,55.8,6.36,32.0,55.8,26.0,1.69,402.5,1066.3,2.65
West Bengal,2020,Maize,35.3,714.9,35.5,7.71,56.4,33.4,93.4,0.88,20.6,74.04,3.59
Punjab,2010,Maize,17.5,1725.0,87.7,5.83,37.2,46.1,78.2,2.38,143.0,308.24,2.16
Gujarat,2010,Cotton,16.7,2449.5,55.9,5.09,141.3,30.6,75.2,0.8,132.1,59.84,0.45
Madhya Pradesh,2022,Wheat,18.8,484.2,69.9,7.99,75.5,14.3,14.0,1.84,132.2,208.27,1.58
Maharashtra,2014,Soybean,34.1,848.7,61.9,5.35,138.3,19.8,57.0,0.39,6.7,8.59,1.27
Rajasthan,2013,Soybean,33.1,1377.6,33.3,5.68,58.3,30.3,61.8,1.73,467.4,495.76,1.06
Karnataka,2010,Soybean,29.1,467.0,87.2,7.33,36.4,78.3,44.4,1.26,432.2,707.68,1.64
Haryana,2013,Maize,26.7,104.4,77.6,7.23,58.5,77.6,39.0,1.51,207.8,561.58,2.7
Gujarat,2012,Groundnut,37.2,875.6,38.9,7.7,97.6,67.9,86.7,0.62,223.3,363.82,1.63
Tamil Nadu,2011,Maize,34.2,2170.2,88.9,5.24,129.9,26.3,12.1,1.2,262.6,248.4,0.95
Uttar Pradesh,2018,Groundnut,35.3,156.5,74.2,5.91,70.1,40.9,66.3,1.96,239.7,252.69,1.05
West Bengal,2023,Wheat,35.3,1100.9,58.3,5.0,138.9,40.8,45.5,1.96,389.8,451.75,1.16
Gujarat,2020,Groundnut,31.1,1917.4,66.7,6.66,51.8,37.1,69.9,0.75,244.7,134.53,0.55
Uttar Pradesh,2010,Rice,26.5,2385.3,36.4,5.67,110.2,13.1,27.8,1.01,95.2,177.34,1.86
Haryana,2016,Maize,36.6,2464.4,63.6,7.26,115.6,47.4,31.5,0.21,59.4,93.6,1.58
West Bengal,2023,Soybean,38.2,1083.8,34.4,4.5,55.6,15.1,62.8,0.41,459.2,233.91,0.51
West Bengal,2022,Rice,15.6,2378.4,62.7,4.74,23.5,66.1,98.2,0.49,25.1,37.16,1.48
Maharashtra,2013,Maize,16.3,136.8,63.2,6.23,67.5,58.4,97.7,0.88,448.9,1459.15,3.25
Gujarat,2014,Sugarcane,39.0,1877.5,82.5,8.33,25.9,34.7,32.4,1.95,345.5,9232.48,26.72
Madhya Pradesh,2019,Cotton,21.9,1624.7,73.5,8.06,137.1,55.3,19.2,1.37,202.9,141.09,0.7
Punjab,2014,Maize,36.8,661.3,45.0,8.48,144.0,26.3,63.1,2.02,94.4,351.76,3.73
Punjab,2010,Sugarcane,24.7,1292.9,83.3,6.17,115.6,28.6,47.8,1.94,155.9,8668.11,55.59
Karnataka,2015,Wheat,18.0,367.4,64.4,4.69,114.5,32.0,78.6,1.55,265.4,501.39,1.89
Tamil Nadu,2022,Sugarcane,17.0,2185.4,66.4,5.72,51.3,65.8,57.5,1.35,328.8,13917.61,42.33
Uttar Pradesh,2018,Wheat,18.9,926.9,40.1,7.2,29.6,24.7,56.0,2.34,346.0,589.78,1.7
Gujarat,2011,Maize,21.2,1583.8,81.5,5.04,124.3,49.4,68.2,1.51,224.2,516.4,2.3
Rajasthan,2016,Wheat,27.2,439.0,85.9,5.7,92.7,24.0,21.4,1.31,187.6,322.68,1.72
Tamil Nadu,2015,Sugarcane,32.5,555.1,76.5,4.72,108.6,30.0,70.9,2.2,384.4,15201.93,39.55
Maharashtra,2014,Groundnut,39.7,2480.3,86.4,6.4,121.4,26.5,54.0,0.36,462.8,212.26,0.46
West Bengal,2013,Cotton,26.0,1895.1,48.1,5.34,73.2,55.2,83.8,1.71,457.3,271.81,0.59
Madhya Pradesh,2013,Rice,28.0,2406.8,81.7,4.86,38.8,46.9,22.5,0.46,276.3,282.55,1.02
Gujarat,2015,Rice,28.0,774.8,59.3,6.14,123.4,60.5,37.1,2.09,40.4,159.88,3.95
Tamil Nadu,2013,Cotton,28.5,453.2,39.8,5.9,79.0,25.4,95.5,2.02,37.6,66.13,1.76
Tamil Nadu,2014,Soybean,27.9,1282.5,70.1,6.65,127.5,10.6,59.8,1.36,202.0,244.42,1.21
Madhya Pradesh,2022,Rice,15.2,1261.9,71.0,7.5,76.9,57.6,93.6,1.72,366.7,1527.33,4.17
Karnataka,2015,Maize,15.0,478.6,47.2,4.95,48.2,18.0,72.0,1.98,249.2,509.92,2.05
Uttar Pradesh,2014,Soybean,17.4,1846.4,31.6,7.66,42.2,27.2,93.4,1.31,314.1,237.71,0.76
Uttar Pradesh,2016,Maize,17.5,936.4,42.0,4.61,116.7,31.4,38.6,2.28,421.8,1103.89,2.62
Tamil Nadu,2018,Sugarcane,32.6,506.6,54.0,6.27,94.7,62.3,18.1,1.21,21.1,801.64,37.94
Haryana,2019,Sugarcane,20.1,863.4,40.1,6.85,72.6,53.8,82.2,2.25,462.0,20052.63,43.41
Tamil Nadu,2016,Soybean,37.4,1431.0,41.6,8.33,84.0,22.9,82.4,1.54,166.1,110.92,0.67
Tamil Nadu,2016,Soybean,38.2,1829.9,53.5,6.8,91.5,51.9,65.7,1.18,24.3,20.58,0.85
Madhya Pradesh,2013,Soybean,39.4,1230.6,87.7,5.13,51.1,59.6,62.2,0.21,417.9,260.48,0.62
West Bengal,2010,Soybean,38.5,1337.7,75.9,6.57,69.2,37.2,92.3,0.88,467.1,502.53,1.08
Madhya Pradesh,2023,Wheat,21.8,390.4,49.2,6.08,58.0,27.2,25.9,2.2,384.5,795.01,2.07
Gujarat,2017,Groundnut,27.7,2291.0,87.1,6.42,70.5,57.5,65.5,1.19,402.5,268.64,0.67
Tamil Nadu,2013,Soybean,19.4,2325.4,68.7,5.29,85.1,52.8,14.5,1.17,435.8,198.9,0.46
Uttar Pradesh,2010,Groundnut,35.2,1724.4,57.3,6.5,42.5,15.5,22.7,1.33,261.7,97.21,0.37
Rajasthan,2014,Soybean,37.2,93.2,58.1,5.1,71.2,56.7,49.4,0.86,340.6,256.81,0.75
Uttar Pradesh,2023,Sugarcane,36.3,1365.8,54.6,7.48,70.1,44.2,83.9,1.33,143.9,9524.88,66.17
Punjab,2023,Maize,25.8,1591.6,44.0,6.88,57.2,62.7,76.0,1.06,125.6,379.68,3.02
Karnataka,2017,Groundnut,34.0,2486.9,53.2,4.81,149.8,23.4,97.7,2.29,304.9,202.59,0.66
Maharashtra,2013,Sugarcane,17.4,2490.4,61.7,8.06,29.6,28.1,14.0,1.5,367.6,6667.4,18.14
Gujarat,2022,Rice,16.0,2151.1,61.7,6.97,103.6,48.0,44.3,2.12,199.2,598.4,3.0
Gujarat,2021,Wheat,33.8,206.4,75.7,5.76,42.7,43.7,24.3,1.78,200.7,207.77,1.03
Karnataka,2017,Wheat,25.6,2385.5,51.5,4.68,129.1,37.0,13.3,0.69,477.2,346.01,0.73
Rajasthan,2017,Maize,39.9,1551.0,73.0,7.03,138.8,62.2,33.8,2.2,259.7,781.34,3.01
Maharashtra,2012,Soybean,17.4,2012.2,64.7,5.99,72.2,49.5,32.0,0.4,493.2,331.48,0.67
West Bengal,2018,Sugarcane,36.4,1047.6,87.7,8.13,127.1,59.7,47.8,1.23,431.6,18031.62,41.78
Tamil Nadu,2012,Rice,27.0,833.2,53.1,4.64,52.5,20.7,22.6,0.75,320.2,315.37,0.98
Maharashtra,2010,Sugarcane,35.7,1184.9,84.1,4.66,38.2,61.0,54.0,1.44,5.6,178.81,32.17
Rajasthan,2011,Soybean,35.4,409.8,79.2,8.3,61.1,42.3,92.8,0.89,148.7,166.14,1.12
Haryana,2015,Soybean,37.9,924.8,68.3,8.36,64.4,12.4,77.3,1.86,209.4,189.67,0.91
Punjab,2021,Cotton,22.4,2151.2,69.3,4.61,71.7,26.4,85.8,2.35,326.8,169.75,0.52
Maharashtra,2019,Sugarcane,38.7,143.0,35.1,7.36,68.5,11.8,82.4,1.83,198.4,5523.02,27.84
Maharashtra,2011,Maize,18.8,419.7,87.0,5.39,73.4,42.0,45.1,1.02,414.1,857.79,2.07
Punjab,2015,Sugarcane,17.0,356.5,36.4,7.31,112.3,32.8,73.8,1.58,331.8,12812.73,38.62
Tamil Nadu,2023,Wheat,25.8,1037.5,63.8,7.97,51.9,79.1,77.9,2.24,174.2,492.05,2.82
Maharashtra,2010,Rice,35.7,2492.6,49.8,4.9,22.4,70.8,28.5,0.82,392.4,400.39,1.02
Punjab,2020,Groundnut,26.8,474.7,55.8,5.46,83.7,67.8,87.4,0.47,152.2,161.2,1.06
Punjab,2022,Maize,35.7,406.4,66.6,4.6,78.3,45.1,51.2,0.5,32.3,62.0,1.92
Punjab,2010,Cotton,33.2,2291.9,84.5,4.68,27.8,66.5,11.5,1.34,87.1,30.76,0.35
Madhya Pradesh,2014,Rice,20.2,2211.0,57.5,4.62,37.4,28.7,67.9,1.88,2.4,3.36,1.42
Rajasthan,2019,Rice,38.7,129.0,89.3,7.7,86.3,49.2,70.9,1.71,416.3,866.59,2.08
Madhya Pradesh,2022,Groundnut,16.5,1891.7,65.6,5.69,50.5,37.5,59.7,1.24,313.9,141.01,0.45
Haryana,2020,Wheat,37.5,1655.9,39.6,6.47,134.1,22.0,29.1,1.88,285.7,246.86,0.86
West Bengal,2018,Wheat,22.6,1931.0,41.4,7.65,42.5,15.1,53.4,1.66,331.4,299.8,0.9
Madhya Pradesh,2023,Wheat,27.5,1261.5,73.0,6.48,22.6,49.1,46.0,1.64,327.1,297.38,0.91
Madhya Pradesh,2017,Maize,25.6,2478.9,33.0,6.22,78.2,16.8,97.7,0.67,283.2,659.65,2.33
Rajasthan,2012,Sugarcane,19.3,157.4,58.8,4.55,148.2,60.3,84.2,0.92,421.4,10924.2,25.93
West Bengal,2012,Rice,24.0,624.2,38.9,6.77,102.4,74.5,78.6,0.99,221.0,766.43,3.47
Karnataka,2010,Sugarcane,19.8,1021.5,56.0,5.0,66.0,21.3,26.3,2.06,402.6,6196.36,15.39
Punjab,2023,Sugarcane,20.1,1152.0,75.0,7.56,22.2,43.0,39.8,1.98,393.5,11280.69,28.67
Gujarat,2012,Wheat,19.7,2307.4,57.5,5.53,83.0,61.7,44.2,0.78,100.6,140.57,1.4
West Bengal,2023,Sugarcane,27.2,1422.0,39.8,7.2,46.8,30.1,54.3,0.33,227.4,7955.58,34.98
Haryana,2021,Rice,34.9,160.5,45.1,7.08,104.2,74.5,12.7,1.97,417.6,944.32,2.26
Tamil Nadu,2021,Rice,29.2,1049.3,52.1,6.97,95.8,72.2,63.4,1.14,415.6,1805.24,4.34
Haryana,2021,Soybean,37.3,1070.4,34.2,5.57,54.5,17.3,42.2,0.71,13.0,10.09,0.78
Punjab,2022,Cotton,30.9,2415.5,65.1,5.57,29.0,11.9,60.6,0.47,112.3,43.36,0.39
West Bengal,2020,Maize,32.2,1518.0,66.5,7.95,118.2,78.4,10.8,0.23,212.5,618.12,2.91
Haryana,2010,Sugarcane,31.7,1607.3,33.7,4.55,96.1,77.0,38.9,1.18,24.5,1022.9,41.7
Haryana,2017,Maize,26.2,1797.5,54.1,5.23,129.5,39.6,79.2,0.98,131.1,240.81,1.84
Karnataka,2010,Maize,32.2,1936.6,54.8,6.94,53.8,13.5,55.1,1.8,129.9,161.95,1.25
Karnataka,2014,Maize,16.7,1605.9,50.0,7.77,104.9,53.3,81.0,2.45,108.1,378.06,3.5
West Bengal,2018,Groundnut,36.5,631.1,63.5,5.93,35.4,30.5,72.9,0.68,198.9,212.94,1.07
Punjab,2016,Soybean,34.4,2191.4,50.8,7.11,57.9,75.6,86.9,0.76,406.7,355.61,0.87
Madhya Pradesh,2013,Maize,21.1,1843.7,55.0,6.73,105.4,65.6,10.7,0.98,122.8,271.93,2.21
Uttar Pradesh,2020,Soybean,34.2,1867.6,77.9,4.76,127.3,55.5,33.5,1.27,291.5,154.92,0.53
Maharashtra,2018,Rice,15.3,2491.6,39.7,6.99,61.7,29.9,59.4,1.8,279.2,430.61,1.54
Gujarat,2018,Groundnut,20.4,2016.2,67.1,7.76,123.9,59.1,94.7,1.01,409.1,355.57,0.87
Maharashtra,2011,Sugarcane,16.6,2081.4,60.3,8.47,108.1,30.2,71.2,0.44,197.6,6871.99,34.78
Rajasthan,2019,Soybean,34.5,2380.9,48.3,4.62,65.3,12.6,51.1,1.88,112.6,39.54,0.35
Karnataka,2019,Cotton,33.9,420.3,73.7,7.14,133.9,45.6,21.7,2.03,445.9,712.58,1.6
West Bengal,2020,Maize,35.3,1269.4,63.1,6.16,86.2,44.2,54.4,0.77,416.6,1225.16,2.94
Maharashtra,2021,Groundnut,15.1,1472.4,58.6,4.54,104.3,63.4,49.7,0.51,311.1,109.94,0.35
Punjab,2015,Cotton,27.5,856.7,70.1,6.96,84.4,70.6,80.1,1.41,47.5,122.81,2.58
Gujarat,2013,Rice,32.6,2106.5,78.1,4.99,78.9,34.8,47.2,0.68,9.0,13.5,1.49
Maharashtra,2017,Rice,18.9,1917.9,88.4,6.01,130.2,41.5,38.7,1.06,92.1,282.95,3.07
Gujarat,2021,Wheat,31.2,1816.2,67.8,5.55,58.3,42.9,18.1,1.99,99.1,72.55,0.73
Tamil Nadu,2020,Maize,17.1,2493.0,82.5,5.94,24.8,32.7,14.2,0.71,69.0,76.95,1.12
Punjab,2016,Wheat,19.5,685.5,30.1,6.47,134.4,62.0,49.5,2.05,131.8,506.33,3.84
Uttar Pradesh,2016,Groundnut,26.9,1851.9,61.8,5.94,127.3,46.5,41.2,1.75,169.6,148.44,0.88
Haryana,2020,Cotton,31.3,1400.9,42.9,6.71,67.7,74.0,60.0,0.71,377.5,554.32,1.47
Gujarat,2019,Sugarcane,18.6,816.8,35.7,5.45,44.1,55.5,74.1,1.41,355.1,7431.32,20.93
Punjab,2018,Wheat,19.6,443.4,61.9,7.04,107.8,24.8,13.6,1.61,53.1,100.0,1.88
Gujarat,2022,Rice,20.1,2244.9,74.8,7.92,30.2,21.5,54.7,0.66,488.6,653.81,1.34
Gujarat,2014,Maize,21.0,1508.9,54.7,5.4,75.1,36.1,87.6,0.53,376.3,733.89,1.95
Madhya Pradesh,2015,Cotton,20.7,2071.1,70.2,6.53,31.2,34.3,51.0,1.42,82.6,38.38,0.46
Madhya Pradesh,2010,Soybean,24.9,1386.1,59.4,7.09,97.7,38.5,56.9,1.8,63.1,92.87,1.47
Punjab,2015,Groundnut,31.3,588.9,56.2,6.76,23.5,22.9,53.8,1.27,44.7,40.74,0.91
Madhya Pradesh,2011,Groundnut,26.0,877.0,47.4,5.96,101.8,78.5,45.1,0.36,366.2,634.25,1.73
Rajasthan,2015,Rice,34.4,984.8,53.0,7.07,107.5,20.2,19.9,2.33,118.9,267.4,2.25
Uttar Pradesh,2018,Soybean,33.0,2433.7,51.0,4.61,83.3,55.7,21.4,1.8,37.4,20.56,0.55
West Bengal,2017,Groundnut,18.2,63.8,68.8,5.98,42.8,10.9,26.1,1.63,211.5,94.46,0.45
Punjab,2018,Sugarcane,16.2,2464.9,37.0,6.63,33.2,38.5,81.3,1.68,354.6,11477.46,32.36
Punjab,2022,Maize,36.9,2452.1,35.6,4.58,60.7,31.6,34.8,1.12,153.0,104.64,0.68
Rajasthan,2019,Sugarcane,17.0,2490.6,69.6,6.53,80.5,36.7,95.3,2.46,241.8,11170.76,46.19
Karnataka,2017,Groundnut,18.7,1217.6,62.8,7.12,103.5,44.9,82.9,0.51,97.1,70.47,0.73
Karnataka,2012,Sugarcane,15.6,2411.3,55.8,7.54,20.2,52.0,71.6,1.9,215.1,7245.17,33.68
Madhya Pradesh,2017,Groundnut,30.7,1019.2,39.1,4.95,112.4,50.8,74.8,1.17,180.1,143.34,0.8
West Bengal,2015,Maize,29.6,114.4,54.7,8.46,112.7,54.1,14.3,2.23,217.5,443.44,2.04
Madhya Pradesh,2022,Maize,39.7,599.7,77.4,6.92,77.8,69.1,61.2,1.85,233.4,840.7,3.6
Tamil Nadu,2015,Soybean,37.2,2366.0,83.4,5.95,64.6,72.1,94.7,1.49,47.1,48.1,1.02
Tamil Nadu,2015,Sugarcane,25.3,83.7,72.2,5.5,129.5,61.6,13.5,2.36,47.6,1302.99,27.38
Haryana,2012,Cotton,24.3,1387.7,33.6,6.79,122.0,15.5,36.2,2.3,131.0,133.23,1.02
Tamil Nadu,2019,Soybean,22.4,235.2,70.2,8.03,147.8,77.3,14.6,0.32,58.8,64.05,1.09
Karnataka,2010,Maize,18.8,751.7,44.5,6.58,68.4,76.3,61.3,0.64,127.1,615.81,4.84
Uttar Pradesh,2021,Rice,18.5,265.8,48.9,7.15,137.9,59.8,20.5,1.75,13.2,32.88,2.48
Tamil Nadu,2023,Groundnut,18.3,2155.8,41.8,5.93,31.4,46.2,53.1,2.32,176.0,80.28,0.46
Madhya Pradesh,2013,Soybean,17.9,1498.1,76.5,6.05,73.5,27.5,74.8,1.19,107.5,87.16,0.81
Gujarat,2019,Wheat,21.0,2260.2,68.9,5.64,80.5,62.9,24.8,0.29,446.2,559.93,1.25
Punjab,2021,Cotton,22.7,1736.5,66.7,7.32,77.3,71.5,78.0,1.68,429.2,373.6,0.87
Uttar Pradesh,2015,Groundnut,39.0,2429.0,70.1,5.94,101.3,56.6,15.4,0.65,150.9,73.33,0.49
Uttar Pradesh,2020,Soybean,29.5,1299.2,44.2,5.26,42.1,54.0,23.5,1.47,238.3,123.21,0.52
Madhya Pradesh,2021,Maize,39.7,1614.8,56.7,5.98,132.6,23.5,35.2,1.08,477.9,772.86,1.62
Punjab,2019,Maize,24.3,1462.0,68.0,7.92,91.7,35.0,81.6,1.48,262.5,866.03,3.3
Karnataka,2011,Cotton,26.4,1236.4,68.2,7.45,137.5,60.6,86.5,2.34,424.4,952.75,2.25
Uttar Pradesh,2016,Wheat,23.1,2122.6,77.5,5.84,20.3,11.2,29.8,1.32,413.4,351.99,0.85
Haryana,2016,Soybean,19.6,1629.1,47.2,8.13,101.9,54.9,18.6,0.28,470.7,226.61,0.48
Madhya Pradesh,2020,Soybean,18.6,2013.2,76.2,4.8,73.6,63.7,86.3,1.54,153.5,103.03,0.67
Uttar Pradesh,2013,Sugarcane,38.6,1976.6,56.4,4.7,85.7,33.4,68.4,0.95,22.7,759.36,33.48
West Bengal,2013,Rice,39.7,518.1,70.2,5.01,116.7,15.3,24.2,1.99,52.9,53.96,1.02
Punjab,2010,Maize,16.1,1642.9,57.3,4.97,49.5,67.3,60.2,1.28,286.1,386.46,1.35
Tamil Nadu,2022,Soybean,18.8,539.1,86.9,4.85,46.6,19.9,88.5,1.91,265.6,321.67,1.21
Uttar Pradesh,2011,Soybean,25.6,1479.1,40.8,7.15,111.4,36.0,16.3,2.29,149.9,130.34,0.87
Madhya Pradesh,2018,Groundnut,19.7,1709.7,70.5,6.9,87.8,59.5,17.5,1.03,125.1,68.38,0.55
Tamil Nadu,2019,Groundnut,24.1,2493.2,64.6,7.09,50.4,67.2,34.6,2.48,355.0,258.24,0.73
Haryana,2017,Soybean,18.2,124.8,40.4,7.25,82.9,70.4,68.7,0.54,170.9,238.85,1.4
Tamil Nadu,2017,Wheat,26.4,273.5,34.0,7.53,79.7,47.1,26.0,1.68,302.4,631.31,2.09
West Bengal,2018,Rice,21.8,238.7,77.9,5.33,109.9,43.3,83.5,0.28,356.4,538.54,1.51
Karnataka,2016,Soybean,23.8,1026.0,39.4,6.99,20.3,69.4,77.5,0.69,215.8,355.31,1.65
Uttar Pradesh,2022,Cotton,17.4,2062.9,41.2,6.82,96.3,49.4,60.5,1.66,97.5,59.93,0.61
Maharashtra,2018,Maize,25.7,2117.9,88.7,8.27,98.7,50.5,20.4,0.31,430.5,477.7,1.11
Maharashtra,2019,Sugarcane,39.6,1855.6,73.0,5.43,116.9,40.4,98.9,0.43,47.7,1922.99,40.34
Tamil Nadu,2021,Groundnut,23.2,2247.4,45.0,4.73,135.6,36.1,54.1,0.87,414.9,207.42,0.5
Rajasthan,2011,Cotton,36.9,841.0,65.5,7.11,77.2,43.6,50.7,1.52,418.5,677.16,1.62
Punjab,2015,Maize,36.1,266.0,62.0,7.46,64.5,35.5,99.6,0.24,285.9,872.07,3.05
Maharashtra,2012,Groundnut,38.8,192.5,80.7,5.63,33.3,34.0,87.7,1.31,315.1,242.23,0.77
Rajasthan,2020,Wheat,34.8,2137.7,73.8,6.78,63.8,79.6,51.1,1.64,179.7,236.41,1.32
